id,record_type,occurrence_type,esotic,accuracy,occurrence_year,lat_wgs84,lon_wgs84,taxon_name,geometry
37302,B,presenza,nativa,4,1908,43.894822,11.33327,Diphasiastrum tristachyum (Pursh) Holub,"c(687400.074858378, 4862837.4231998)"
37303,B,presenza,nativa,5,1908,44.017573,10.24235,Diphasiastrum tristachyum (Pursh) Holub,"c(599575.184065525, 4874574.85440024)"
37304,B,presenza,nativa,4,1908,43.942781,10.682155,Diphasiastrum tristachyum (Pursh) Holub,"c(634995.572918032, 4866893.05128337)"
37305,B,presenza,nativa,4,1908,43.908338,10.700677,Diphasiastrum tristachyum (Pursh) Holub,"c(636560.805195098, 4863097.98679557)"
37306,B,presenza,nativa,4,1908,44.031246,10.159582,Diphasiastrum tristachyum (Pursh) Holub,"c(592919.876929385, 4875996.86287301)"
37307,B,presenza,nativa,4,1908,44.009904,10.288695,Diphasiastrum tristachyum (Pursh) Holub,"c(603303.103056784, 4873780.08731798)"
37308,B,presenza,nativa,4,1908,44.017569,10.19477,Diphasiastrum tristachyum (Pursh) Holub,"c(595761.60138653, 4874518.04204734)"
37309,B,presenza,nativa,4,1943,43.75156,11.537747,Diphasiastrum tristachyum (Pursh) Holub,"c(704311.692986591, 4847409.78359188)"
37310,B,presenza,nativa,4,1943,44.021288,10.280701,Diphasiastrum tristachyum (Pursh) Holub,"c(602642.650276904, 4875034.51336986)"
37311,B,presenza,nativa,4,1943,44.140557,10.673868,Diphasiastrum tristachyum (Pursh) Holub,"c(633884.256608847, 4888846.56527311)"
37312,B,presenza,nativa,4,1943,43.932133,10.614055,Diphasiastrum tristachyum (Pursh) Holub,"c(629553.507764835, 4865601.27490052)"
120597,B,presenza,nativa,4,1978,43.993248,10.226632,Diphasiastrum tristachyum (Pursh) Holub,"c(598355.558801816, 4871854.24047251)"
180474,P,presenza,nativa,3,1858,44.12998516884592,10.381393432617188,Diphasiastrum tristachyum (Pursh) Holub,"c(610510.25124783, 4887237.85490531)"
45733,P,presenza,nativa,4,1996,43.796371,11.881327,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(731800.682206393, 4853292.23838083)"
45734,B,presenza,nativa,4,1998,42.8816174871652,11.6204036681423,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(714000.000123834, 4751000.0000471)"
45735,B,presenza,nativa,4,2001,43.925158,11.614219,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(709858.80994088, 4866882.77603138)"
45736,H,presenza,nativa,4,2014,44.12481,10.63114,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(630501.311515037, 4887028.85199026)"
45737,B,presenza,nativa,4,2004,44.11192,10.66628,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(633341.748168074, 4885653.47916357)"
45738,B,presenza,nativa,4,2005,44.12111,10.62473,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(629996.582850673, 4886607.73927462)"
45739,B,presenza,nativa,4,2006,44.1203,10.63082,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(630485.638462962, 4886527.41136051)"
45740,B,presenza,nativa,4,2006,44.124925,10.631546,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(630533.541007771, 4887042.26931819)"
45741,B,presenza,nativa,4,2006,44.12498,10.63146,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(630526.539288258, 4887048.24181563)"
45742,B,presenza,nativa,4,2006,44.12485,10.63175,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(630550.027602502, 4887034.26263133)"
45743,B,presenza,nativa,4,2012,44.214117,10.448602,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(615722.247247823, 4896675.04066388)"
47625,B,presenza,nativa,4,1908,44.119405,10.214727,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(597194.364461716, 4885852.34030595)"
47626,B,presenza,nativa,4,1908,44.23984,10.26062,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(600661.287903243, 4899284.54004089)"
47627,B,presenza,nativa,4,1943,44.148434,10.680493,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(634396.284175288, 4889732.28602951)"
47628,B,presenza,nativa,4,1870,44.273154,10.248794,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(599660.677783461, 4902970.41412192)"
47629,B,presenza,nativa,4,1870,44.143118,10.148526,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(591860.61025475, 4888410.10890476)"
47630,B,presenza,nativa,4,1908,44.410104,9.991677,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(578957.217269673, 4917902.01831777)"
47631,B,presenza,nativa,4,1870,44.19644,10.486709,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(618801.99227256, 4894765.99485009)"
47632,B,presenza,nativa,4,1870,44.114903,10.592907,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(627463.71163695, 4885868.53169137)"
47633,B,presenza,nativa,4,1943,44.249258,10.407126,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(612342.016760994, 4900520.67382201)"
47634,B,presenza,nativa,4,1870,44.115615,10.63155,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(630554.366131081, 4886008.19907937)"
47635,B,presenza,nativa,4,1908,44.030871,10.28345,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(602846.399078408, 4876102.31704219)"
47636,B,presenza,nativa,4,1908,44.035431,10.293588,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(603650.84046905, 4876621.49420429)"
47637,B,presenza,nativa,4,1943,44.070071,10.848311,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(648013.052951684, 4881316.3307355)"
47638,B,presenza,nativa,4,1870,44.140557,10.673868,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(633884.256608847, 4888846.56527311)"
47639,B,presenza,nativa,4,1908,44.15302,10.71139,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(636856.672470681, 4890292.62242473)"
47640,B,presenza,nativa,4,1870,44.107926,10.233269,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(598697.08512008, 4884599.42541623)"
47641,B,presenza,nativa,4,1908,44.10768,10.233371,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(598705.657541891, 4884572.22432962)"
47642,B,presenza,nativa,4,1943,44.035653,10.323787,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(606070.20337489, 4876684.57635103)"
47643,B,presenza,nativa,4,1943,44.074588,10.735133,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(638939.071286869, 4881620.84005316)"
47644,B,presenza,nativa,4,1992,44.11834,10.137105,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(590985.176172817, 4885645.29938916)"
47645,B,presenza,nativa,4,1992,44.115715,10.175062,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(594026.472856795, 4885396.40502626)"
47646,B,presenza,nativa,4,1943,44.12066,10.672585,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(633826.569020912, 4886634.48083769)"
47647,B,presenza,nativa,4,1992,44.116259,10.168178,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(593474.766654829, 4885448.98540243)"
47648,B,presenza,nativa,4,1992,44.035431,10.293588,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(603650.84046905, 4876621.49420429)"
118490,B,presenza,nativa,4,1854,44.062521,10.525356,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(622166.063649024, 4879948.00206215)"
133112,O,presenza,nativa,5,2006,44.151127,10.360722,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(608817.698948461, 4889558.55143653)"
146544,B,presenza,nativa,4,2005,44.121343,10.650018,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(632019.40474172, 4886673.88446808)"
180472,P,presenza,nativa,5,1976,44.11952,10.20536,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(596444.688814866, 4885854.092619)"
472078,P,presenza,nativa,5,1996,42.900017,11.633283,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(714987.907737959, 4753076.19702944)"
487026,H,presenza,nativa,4,2020,44.122333735769125,10.202875401065445,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(596241.318798616, 4886163.70796138)"
498716,H,presenza,nativa,4,2019,44.39361572757772,10.001550869496349,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(579765.777845982, 4916080.13685826)"
522969,B,presenza,nativa,4,2012,43.794392,11.820233,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(726893.034998502, 4852903.03489609)"
522970,B,presenza,nativa,4,2005,43.803948,11.871402,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(730972.977759967, 4854106.04837947)"
522971,B,presenza,nativa,4,2005,43.803948,11.871402,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(730972.977759967, 4854106.04837947)"
522972,B,presenza,nativa,4,2001,43.803948,11.871402,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(730972.977759967, 4854106.04837947)"
522973,B,presenza,nativa,4,2001,43.803948,11.871402,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(730972.977759967, 4854106.04837947)"
522974,B,presenza,nativa,4,1996,43.803948,11.871402,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(730972.977759967, 4854106.04837947)"
522975,B,presenza,nativa,4,1996,43.806421,11.85164,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(729373.813076995, 4854325.72227275)"
522976,B,presenza,nativa,5,1998,43.813218,11.828591,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(727493.962745714, 4855016.99428465)"
522977,B,presenza,nativa,5,1998,43.813218,11.828591,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(727493.962745714, 4855016.99428465)"
522980,B,presenza,nativa,4,1998,43.826798,11.805828,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(725611.965066378, 4856462.95149274)"
522981,B,presenza,nativa,4,2002,43.876277,11.715489,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(718167.142025746, 4861716.02296593)"
522982,B,presenza,nativa,4,2005,43.876277,11.715489,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(718167.142025746, 4861716.02296593)"
522983,B,presenza,nativa,4,2005,43.876277,11.715489,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(718167.142025746, 4861716.02296593)"
522984,B,presenza,nativa,4,1998,43.876277,11.715489,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(718167.142025746, 4861716.02296593)"
522985,B,presenza,nativa,4,1998,43.876277,11.715489,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(718167.142025746, 4861716.02296593)"
522986,B,presenza,nativa,4,2002,43.876681,11.71164,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(717856.424255473, 4861750.7365666)"
522987,B,presenza,nativa,4,2005,43.876681,11.71164,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(717856.424255473, 4861750.7365666)"
522988,B,presenza,nativa,4,2005,43.876681,11.71164,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(717856.424255473, 4861750.7365666)"
522989,B,presenza,nativa,4,1998,43.876681,11.71164,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(717856.424255473, 4861750.7365666)"
522990,B,presenza,nativa,4,1998,43.876681,11.71164,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(717856.424255473, 4861750.7365666)"
560782,B,presenza,nativa,4,2016,44.325,10.125,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(589702.214053895, 4908586.27995134)"
593497,O,presenza,nativa,4,0,44.296064,10.211706,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(596663.256601512, 4905470.74756545)"
593498,O,presenza,nativa,4,0,44.235542,10.413548,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(612880.967695841, 4899005.99825524)"
625179,O,presenza,nativa,4,1993,44.359979,10.070885,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(585336.563300923, 4912413.78962695)"
625190,O,presenza,nativa,4,1985,44.278976,10.231345,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(598258.441436173, 4903596.04350181)"
625206,O,presenza,nativa,4,0,44.1318,10.5769,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(626146.857946681, 4887720.63763147)"
636822,O,presenza,nativa,4,2021,44.11427799011639,10.609728082611678,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(628811.096649053, 4885825.30444045)"
642436,O,presenza,nativa,4,2021,44.122167577161,10.203691614948086,Huperzia selago (L.) Bernh. ex Schrank & Mart. subsp. selago,"c(596306.893843974, 4886146.20752438)"
52704,P,presenza,nativa,4,2007,44.38046,9.77408,Lycopodiella inundata (L.) Holub,"c(561663.264710433, 4914422.45494105)"
333435,O,presenza,nativa,5,2019,44.38049448089281,9.773657850470729,Lycopodiella inundata (L.) Holub,"c(561629.600029689, 4914425.96722247)"
52711,B,presenza,nativa,4,2006,44.065715,11.040332,Lycopodium clavatum L.,"c(663402.324949005, 4881195.59275448)"
52712,P,presenza,nativa,4,1929,43.813094,11.825571,Lycopodium clavatum L.,"c(727251.53663419, 4854994.91752201)"
52713,P,presenza,nativa,4,1875,43.65,11.65,Lycopodium clavatum L.,"c(713710.069191558, 4836412.90347263)"
52714,P,presenza,nativa,4,2001,43.925158,11.614219,Lycopodium clavatum L.,"c(709858.80994088, 4866882.77603138)"
52715,P,presenza,nativa,4,1925,43.925158,11.614219,Lycopodium clavatum L.,"c(709858.80994088, 4866882.77603138)"
52716,B,presenza,nativa,4,1870,44.121343,10.650018,Lycopodium clavatum L.,"c(632019.40474172, 4886673.88446808)"
52717,B,presenza,nativa,4,1943,44.15302,10.71139,Lycopodium clavatum L.,"c(636856.672470681, 4890292.62242473)"
52718,H,presenza,nativa,4,1913,44.02176,10.383867,Lycopodium clavatum L.,"c(610910.134628604, 4875220.5702564)"
52719,B,presenza,nativa,4,1943,44.074588,10.735133,Lycopodium clavatum L.,"c(638939.071286869, 4881620.84005316)"
52720,B,presenza,nativa,4,1870,43.730966,11.553028,Lycopodium clavatum L.,"c(705612.503790008, 4845160.27624146)"
52721,B,presenza,nativa,4,1870,44.059583,10.639546,Lycopodium clavatum L.,"c(631318.141563839, 4879797.38483687)"
52722,B,presenza,nativa,4,1943,44.096361,10.582423,Lycopodium clavatum L.,"c(626664.377191348, 4883792.86234552)"
52723,B,presenza,nativa,4,1943,43.730966,11.553028,Lycopodium clavatum L.,"c(705612.503790008, 4845160.27624146)"
52724,B,presenza,nativa,4,1942,44.145984,10.147308,Lycopodium clavatum L.,"c(591758.752469468, 4888727.07982177)"
52725,B,presenza,nativa,4,1870,44.041247,10.253861,Lycopodium clavatum L.,"c(600457.803301692, 4877218.27725717)"
52726,B,presenza,nativa,4,1942,44.289526,10.195947,Lycopodium clavatum L.,"c(595416.672117594, 4904726.09533248)"
52727,B,presenza,nativa,4,1870,44.144682,10.663661,Lycopodium clavatum L.,"c(633058.575010477, 4889288.17301581)"
52728,B,presenza,nativa,4,1943,44.156175,10.694125,Lycopodium clavatum L.,"c(635468.789996776, 4890614.46552233)"
52729,B,presenza,nativa,4,1992,44.0345,10.27241,Lycopodium clavatum L.,"c(601955.505362575, 4876491.67113905)"
52730,B,presenza,nativa,4,1943,44.140557,10.673868,Lycopodium clavatum L.,"c(633884.256608847, 4888846.56527311)"
52731,H,presenza,nativa,4,1914,44.024779,10.36454,Lycopodium clavatum L.,"c(609355.609248182, 4875530.0661968)"
52732,B,presenza,nativa,4,1943,43.73093,11.57274,Lycopodium clavatum L.,"c(707200.216224982, 4845205.40084236)"
52733,B,presenza,nativa,4,1870,44.060802,10.739136,Lycopodium clavatum L.,"c(639291.94684441, 4880096.3792402)"
52734,B,presenza,nativa,4,1943,44.119899,10.15939,Lycopodium clavatum L.,"c(592765.873180713, 4885843.3390776)"
52735,B,presenza,nativa,4,1943,44.11589,10.63549,Lycopodium clavatum L.,"c(630869.035138064, 4886045.00250627)"
52736,B,presenza,nativa,4,1870,44.15302,10.71139,Lycopodium clavatum L.,"c(636856.672470681, 4890292.62242473)"
52737,B,presenza,nativa,4,1870,43.873457,11.722381,Lycopodium clavatum L.,"c(718731.196787818, 4861421.03077888)"
118491,P,presenza,nativa,4,0,43.966277,10.407223,Lycopodium clavatum L.,"c(612887.165451962, 4869089.82423367)"
118492,B,presenza,nativa,4,1875,44.062521,10.525356,Lycopodium clavatum L.,"c(622166.063649024, 4879948.00206215)"
146542,B,presenza,nativa,4,2005,44.121343,10.650018,Lycopodium clavatum L.,"c(632019.40474172, 4886673.88446808)"
180473,P,presenza,nativa,5,1964,44.035431,10.293588,Lycopodium clavatum L.,"c(603650.84046905, 4876621.49420429)"
314631,B,dubbia,nativa,4,2018,44.031163664015246,11.040743409738525,Lycopodium clavatum L.,"c(663530.348981925, 4877358.7513117)"
525611,B,presenza,nativa,4,1996,43.674267,11.632002,Lycopodium clavatum L.,"c(712173.024279201, 4839061.94750115)"
525612,B,presenza,nativa,4,1889,43.741823,11.604399,Lycopodium clavatum L.,"c(709711.963395393, 4846494.95034706)"
525613,B,presenza,nativa,4,1998,43.794392,11.820233,Lycopodium clavatum L.,"c(726893.034998502, 4852903.03489609)"
525614,B,presenza,nativa,4,1998,43.794392,11.820233,Lycopodium clavatum L.,"c(726893.034998502, 4852903.03489609)"
525615,B,presenza,nativa,4,2001,43.803948,11.871402,Lycopodium clavatum L.,"c(730972.977759967, 4854106.04837947)"
525616,B,presenza,nativa,5,2012,43.813218,11.828591,Lycopodium clavatum L.,"c(727493.962745714, 4855016.99428465)"
525617,B,presenza,nativa,5,1988,43.813218,11.828591,Lycopodium clavatum L.,"c(727493.962745714, 4855016.99428465)"
525618,B,presenza,nativa,5,1988,43.813218,11.828591,Lycopodium clavatum L.,"c(727493.962745714, 4855016.99428465)"
525619,B,presenza,nativa,5,1998,43.813218,11.828591,Lycopodium clavatum L.,"c(727493.962745714, 4855016.99428465)"
525620,B,presenza,nativa,5,1998,43.813218,11.828591,Lycopodium clavatum L.,"c(727493.962745714, 4855016.99428465)"
525621,B,presenza,nativa,5,1966,43.813218,11.828591,Lycopodium clavatum L.,"c(727493.962745714, 4855016.99428465)"
525622,B,presenza,nativa,5,1966,43.81388,11.82807,Lycopodium clavatum L.,"c(727449.544375609, 4855089.08934816)"
525623,B,presenza,nativa,4,1897,43.87469,11.71932,Lycopodium clavatum L.,"c(718480.743335735, 4861549.8798593)"
525624,B,presenza,nativa,4,1966,43.87469,11.71932,Lycopodium clavatum L.,"c(718480.743335735, 4861549.8798593)"
525625,B,presenza,nativa,4,2002,43.876277,11.715489,Lycopodium clavatum L.,"c(718167.142025746, 4861716.02296593)"
525626,B,presenza,nativa,4,2005,43.876277,11.715489,Lycopodium clavatum L.,"c(718167.142025746, 4861716.02296593)"
525627,B,presenza,nativa,4,1889,43.876277,11.715489,Lycopodium clavatum L.,"c(718167.142025746, 4861716.02296593)"
525628,B,presenza,nativa,4,1998,43.876277,11.715489,Lycopodium clavatum L.,"c(718167.142025746, 4861716.02296593)"
525629,B,presenza,nativa,4,1998,43.876277,11.715489,Lycopodium clavatum L.,"c(718167.142025746, 4861716.02296593)"
525630,B,presenza,nativa,4,2002,43.876681,11.71164,Lycopodium clavatum L.,"c(717856.424255473, 4861750.7365666)"
525631,B,presenza,nativa,4,2005,43.876681,11.71164,Lycopodium clavatum L.,"c(717856.424255473, 4861750.7365666)"
525632,B,presenza,nativa,4,1988,43.876957,11.71108,Lycopodium clavatum L.,"c(717810.425692106, 4861779.91517084)"
525633,B,presenza,nativa,4,1988,43.876957,11.71108,Lycopodium clavatum L.,"c(717810.425692106, 4861779.91517084)"
525634,B,presenza,nativa,4,1998,43.876957,11.71108,Lycopodium clavatum L.,"c(717810.425692106, 4861779.91517084)"
525635,B,presenza,nativa,4,1998,43.876957,11.71108,Lycopodium clavatum L.,"c(717810.425692106, 4861779.91517084)"
560801,B,presenza,nativa,4,2016,43.875,11.7083,Lycopodium clavatum L.,"c(717594.198093693, 4861555.22349453)"
625180,O,presenza,nativa,4,1993,44.359979,10.070885,Lycopodium clavatum L.,"c(585336.563300923, 4912413.78962695)"
47745,B,presenza,nativa,4,1995,43.43402,9.89873,Selaginella denticulata (L.) Spring,"c(572736.461668397, 4809406.03571712)"
71900,B,presenza,nativa,4,1895,43.761279,10.718286,Selaginella denticulata (L.) Spring,"c(638314.139428483, 4846793.89741675)"
71901,B,presenza,nativa,4,1995,43.42395,9.89901,Selaginella denticulata (L.) Spring,"c(572771.18708791, 4808287.93181516)"
71902,B,presenza,nativa,4,1995,43.42779,9.9045,Selaginella denticulata (L.) Spring,"c(573210.953965488, 4808719.20028438)"
71903,B,presenza,nativa,4,1995,43.43077,9.89295,Selaginella denticulata (L.) Spring,"c(572272.537309751, 4809040.06989479)"
71904,P,presenza,nativa,4,2000,42.252801,11.100882,Selaginella denticulata (L.) Spring,"c(673303.47945062, 4679981.97246698)"
71905,B,presenza,nativa,4,2000,42.791777,11.367415,Selaginella denticulata (L.) Spring,"c(693618.739269726, 4740410.61806939)"
71906,P,presenza,nativa,4,1894,42.366977,10.903171,Selaginella denticulata (L.) Spring,"c(656709.940270249, 4692276.79712417)"
71907,P,presenza,nativa,4,1897,42.366977,10.903171,Selaginella denticulata (L.) Spring,"c(656709.940270249, 4692276.79712417)"
71908,P,presenza,nativa,4,1996,42.366977,10.903171,Selaginella denticulata (L.) Spring,"c(656709.940270249, 4692276.79712417)"
71909,B,presenza,nativa,4,2012,43.752336,11.008753,Selaginella denticulata (L.) Spring,"c(661719.891536216, 4846326.80944289)"
71910,B,presenza,nativa,4,2012,43.878075,10.830005,Selaginella denticulata (L.) Spring,"c(647020.165894744, 4859958.70784166)"
71911,B,presenza,nativa,4,2012,43.895463,10.848707,Selaginella denticulata (L.) Spring,"c(648479.467616162, 4861923.40136336)"
71912,B,presenza,nativa,4,2012,43.849836,10.868103,Selaginella denticulata (L.) Spring,"c(650151.839787976, 4856890.76007208)"
71913,B,presenza,nativa,4,2012,43.828846,10.909194,Selaginella denticulata (L.) Spring,"c(653508.472864474, 4854634.908416)"
71914,B,presenza,nativa,4,2012,43.784295,11.000082,Selaginella denticulata (L.) Spring,"c(660936.049428351, 4849859.48123919)"
71915,B,presenza,nativa,4,2009,43.771755,10.477202,Selaginella denticulata (L.) Spring,"c(618887.02029643, 4847583.01626882)"
71916,B,presenza,nativa,4,2009,43.746474,10.594785,Selaginella denticulata (L.) Spring,"c(628404.41589537, 4844950.72604957)"
71917,B,presenza,nativa,4,2009,43.751545,10.533516,Selaginella denticulata (L.) Spring,"c(623460.849927932, 4845420.78998827)"
71918,B,presenza,nativa,4,2009,43.768655,10.541711,Selaginella denticulata (L.) Spring,"c(624085.248349824, 4847333.35800308)"
71919,B,presenza,nativa,4,2009,43.707474,10.557218,Selaginella denticulata (L.) Spring,"c(625461.061457012, 4840561.67124187)"
71920,B,presenza,nativa,4,2009,43.749476,10.487928,Selaginella denticulata (L.) Spring,"c(619794.724802346, 4845124.05943215)"
71921,P,presenza,nativa,4,1898,42.765305,10.397373,Selaginella denticulata (L.) Spring,"c(614331.011423423, 4735699.6045198)"
71922,P,presenza,nativa,4,1891,42.762935,10.234684,Selaginella denticulata (L.) Spring,"c(601023.712026386, 4735228.78980167)"
71923,P,presenza,nativa,4,1898,42.765305,10.397373,Selaginella denticulata (L.) Spring,"c(614331.011423423, 4735699.6045198)"
71924,P,presenza,nativa,4,1900,42.782816,10.239483,Selaginella denticulata (L.) Spring,"c(601383.940138263, 4737442.25146248)"
71925,P,presenza,nativa,4,1900,42.745777,10.215133,Selaginella denticulata (L.) Spring,"c(599451.435809045, 4733300.24676048)"
71926,P,presenza,nativa,4,1940,42.79083,10.3964,Selaginella denticulata (L.) Spring,"c(614204.474352718, 4738532.75066821)"
71927,P,presenza,nativa,4,1900,42.80939,10.366023,Selaginella denticulata (L.) Spring,"c(611686.663063197, 4740553.0874861)"
71928,P,presenza,nativa,4,1900,42.762801,10.305754,Selaginella denticulata (L.) Spring,"c(606839.075365106, 4735301.45550055)"
71929,P,presenza,nativa,4,NA,42.762801,10.305754,Selaginella denticulata (L.) Spring,"c(606839.075365106, 4735301.45550055)"
71930,P,presenza,nativa,4,1904,42.815219,10.42735,Selaginella denticulata (L.) Spring,"c(616689.904806248, 4741283.4618487)"
71931,P,presenza,nativa,5,1900,42.82682030161407,10.264899730682371,Selaginella denticulata (L.) Spring,"c(603389.621280596, 4742359.6465937)"
71932,P,presenza,nativa,4,1901,42.745777,10.215133,Selaginella denticulata (L.) Spring,"c(599451.435809045, 4733300.24676048)"
71933,P,presenza,nativa,4,1940,42.77684,10.32063,Selaginella denticulata (L.) Spring,"c(608031.867713994, 4736879.37743681)"
71934,P,presenza,nativa,4,1900,42.790527,10.168652,Selaginella denticulata (L.) Spring,"c(595578.363188612, 4738215.81643889)"
71935,P,presenza,nativa,4,NA,42.762801,10.305754,Selaginella denticulata (L.) Spring,"c(606839.075365106, 4735301.45550055)"
71936,P,presenza,nativa,4,1936,42.7869,10.2041,Selaginella denticulata (L.) Spring,"c(598483.266494202, 4737853.8378303)"
71937,P,presenza,nativa,4,1947,42.746537,10.380032,Selaginella denticulata (L.) Spring,"c(612946.259200711, 4733592.13621554)"
71938,P,presenza,nativa,4,1948,42.73552,10.22275,Selaginella denticulata (L.) Spring,"c(600091.349088031, 4732170.2587088)"
71939,P,presenza,nativa,4,1950,42.78496,10.28923,Selaginella denticulata (L.) Spring,"c(605449.427076924, 4737741.33482515)"
71940,P,presenza,nativa,4,1950,42.77808,10.40149,Selaginella denticulata (L.) Spring,"c(614644.294719961, 4737123.81107543)"
71941,P,presenza,nativa,4,1964,42.79239,10.125344,Selaginella denticulata (L.) Spring,"c(592033.615199205, 4738374.52021636)"
71942,P,presenza,nativa,4,1966,42.790527,10.168652,Selaginella denticulata (L.) Spring,"c(595578.363188612, 4738215.81643889)"
71943,P,presenza,nativa,4,1972,42.78543,10.35239,Selaginella denticulata (L.) Spring,"c(610614.682533742, 4737874.43371502)"
71944,B,presenza,nativa,4,2012,44.026078,10.615348,Selaginella denticulata (L.) Spring,"c(629452.962177481, 4876037.68503903)"
71945,B,presenza,nativa,4,2012,43.974623,10.273878,Selaginella denticulata (L.) Spring,"c(602175.873078192, 4869843.01655832)"
71946,B,presenza,nativa,4,2012,43.947371,10.286437,Selaginella denticulata (L.) Spring,"c(603230.40191887, 4866831.81891608)"
71947,B,presenza,nativa,4,2012,43.832501,10.395874,Selaginella denticulata (L.) Spring,"c(612227.790330967, 4854216.24054572)"
71948,B,presenza,nativa,4,2012,43.920832,10.372224,Selaginella denticulata (L.) Spring,"c(610163.436836676, 4863995.05584295)"
