id,record_type,occurrence_type,esotic,accuracy,occurrence_year,lat_wgs84,lon_wgs84,taxon_name,geometry
71949,B,presenza,nativa,4,2011,43.927789,10.530856,Selaginella denticulata (L.) Spring,"c(622884.351022974, 4864991.60458551)"
71950,B,presenza,nativa,4,2011,43.935922,10.528482,Selaginella denticulata (L.) Spring,"c(622677.061238297, 4865891.39022767)"
71951,B,presenza,nativa,4,1870,42.830276,10.976417,Selaginella denticulata (L.) Spring,"c(661539.659536452, 4743862.01559782)"
71952,B,presenza,nativa,4,1870,42.414856,11.160478,Selaginella denticulata (L.) Spring,"c(677762.641269031, 4698100.00436475)"
71953,B,presenza,nativa,4,1943,44.082047,10.178842,Selaginella denticulata (L.) Spring,"c(594382.493106677, 4881661.2089449)"
71954,B,presenza,nativa,4,1943,43.958506,10.229307,Selaginella denticulata (L.) Spring,"c(598627.545863467, 4867998.69962823)"
71955,B,presenza,nativa,4,1943,43.857864,10.363374,Selaginella denticulata (L.) Spring,"c(609568.338459575, 4856989.62702513)"
71956,B,presenza,nativa,4,1943,43.886403,10.782717,Selaginella denticulata (L.) Spring,"c(643201.10435425, 4860800.63320168)"
71957,B,presenza,nativa,4,1943,43.88675,10.74026,Selaginella denticulata (L.) Spring,"c(639789.787322769, 4860766.46413903)"
71958,B,presenza,nativa,4,1942,44.022123,10.131686,Selaginella denticulata (L.) Spring,"c(590698.40957314, 4874952.50900406)"
71959,B,presenza,nativa,4,1942,44.040749,10.155844,Selaginella denticulata (L.) Spring,"c(592605.53844402, 4877048.14712461)"
71960,B,presenza,nativa,4,1942,44.071873,10.073601,Selaginella denticulata (L.) Spring,"c(585971.201796185, 4880415.94548388)"
71961,B,presenza,nativa,4,1942,44.13383,10.020264,Selaginella denticulata (L.) Spring,"c(581614.805741377, 4887243.243422)"
71962,B,presenza,nativa,4,1942,44.212341,9.974423,Selaginella denticulata (L.) Spring,"c(577844.4440758, 4895919.13842745)"
71963,B,presenza,nativa,4,1942,44.229423,9.96241,Selaginella denticulata (L.) Spring,"c(576862.520966147, 4897805.16775991)"
71964,B,presenza,nativa,4,1942,44.316571,9.887289,Selaginella denticulata (L.) Spring,"c(570758.343247344, 4907417.44333997)"
71965,B,presenza,nativa,4,2014,43.865679,10.652057,Selaginella denticulata (L.) Spring,"c(632751.410865676, 4858280.71978071)"
71966,B,presenza,nativa,4,1870,43.800821,10.445811,Selaginella denticulata (L.) Spring,"c(616304.229230315, 4850766.64568738)"
71967,B,presenza,nativa,4,1943,44.021288,10.280701,Selaginella denticulata (L.) Spring,"c(602642.650276904, 4875034.51336986)"
71968,B,presenza,nativa,4,1942,44.032575,10.149156,Selaginella denticulata (L.) Spring,"c(592082.356390333, 4876132.77281674)"
71969,B,presenza,nativa,4,1942,44.046207,10.089707,Selaginella denticulata (L.) Spring,"c(587298.641519966, 4877582.16961469)"
71970,B,presenza,nativa,4,1942,44.078975,10.115888,Selaginella denticulata (L.) Spring,"c(589346.76219515, 4881249.77325171)"
71971,B,presenza,nativa,4,1942,44.091583,10.100269,Selaginella denticulata (L.) Spring,"c(588077.465385249, 4882633.31873724)"
71972,B,presenza,nativa,4,1942,44.355674,9.936964,Selaginella denticulata (L.) Spring,"c(574670.124797273, 4911804.86032484)"
71973,O,presenza,nativa,4,2010,43.809322,10.392387,Selaginella denticulata (L.) Spring,"c(611990.761438613, 4851637.12322263)"
71974,B,presenza,nativa,4,1870,43.872593,10.827826,Selaginella denticulata (L.) Spring,"c(646858.572730395, 4859345.96033469)"
71975,B,presenza,nativa,4,1943,43.892211,10.739804,Selaginella denticulata (L.) Spring,"c(639740.38533192, 4861372.23348032)"
71976,B,presenza,nativa,4,1943,43.872706,10.828014,Selaginella denticulata (L.) Spring,"c(646873.400381073, 4859358.84507903)"
71977,B,presenza,nativa,4,1943,42.411119,11.145667,Selaginella denticulata (L.) Spring,"c(676554.436323129, 4697654.1289185)"
71978,B,presenza,nativa,4,1942,44.067124,10.140666,Selaginella denticulata (L.) Spring,"c(591348.922459443, 4879960.66406015)"
71979,B,presenza,nativa,4,1942,44.192076,10.050724,Selaginella denticulata (L.) Spring,"c(583968.759122408, 4893743.38481605)"
71980,O,presenza,nativa,4,2010,43.78671,10.39417,Selaginella denticulata (L.) Spring,"c(612176.474284218, 4849128.12949735)"
71981,B,presenza,nativa,4,1870,43.805615,10.437377,Selaginella denticulata (L.) Spring,"c(615616.52564549, 4851287.27578034)"
71982,B,presenza,nativa,4,1943,44.081099,10.206788,Selaginella denticulata (L.) Spring,"c(596621.508341701, 4881588.32486222)"
71983,B,presenza,nativa,4,1943,44.10768,10.233371,Selaginella denticulata (L.) Spring,"c(598705.657541891, 4884572.22432962)"
71984,B,presenza,nativa,4,1943,43.966431,10.532108,Selaginella denticulata (L.) Spring,"c(622905.185479072, 4869285.36950054)"
71985,B,presenza,nativa,4,1943,42.845658,10.840798,Selaginella denticulata (L.) Spring,"c(650417.398691793, 4745319.05577166)"
71986,B,presenza,nativa,4,1943,42.762935,10.234684,Selaginella denticulata (L.) Spring,"c(601023.712026386, 4735228.78980167)"
71987,B,presenza,nativa,4,1942,44.044318,10.147764,Selaginella denticulata (L.) Spring,"c(591952.649352221, 4877435.50576042)"
71988,B,presenza,nativa,4,1908,44.089511,10.207269,Selaginella denticulata (L.) Spring,"c(596646.320992654, 4882523.21263857)"
71989,B,presenza,nativa,3,1908,42.78222,10.294215,Selaginella denticulata (L.) Spring,"c(605861.837549785, 4737443.31291415)"
71990,B,presenza,nativa,4,1943,44.032331,10.075095,Selaginella denticulata (L.) Spring,"c(586148.145085146, 4876025.59606265)"
71991,B,presenza,nativa,4,1943,42.393759,11.203694,Selaginella denticulata (L.) Spring,"c(681379.375904179, 4695848.69213593)"
71992,B,presenza,nativa,4,1943,42.537921,11.338304,Selaginella denticulata (L.) Spring,"c(692017.926367069, 4712153.58997193)"
71993,B,presenza,nativa,4,1943,42.495773,11.48642,Selaginella denticulata (L.) Spring,"c(704318.983873366, 4707819.58466652)"
71994,B,presenza,nativa,4,1942,44.292763,9.94837,Selaginella denticulata (L.) Spring,"c(575659.936622562, 4904827.50809047)"
71995,O,presenza,nativa,4,2010,43.795066,10.388166,Selaginella denticulata (L.) Spring,"c(611677.81817957, 4850048.07158377)"
71996,O,presenza,nativa,4,2010,43.814281,10.384053,Selaginella denticulata (L.) Spring,"c(611311.233231609, 4852176.65187419)"
71997,B,presenza,nativa,4,1943,43.751224,10.471019,Selaginella denticulata (L.) Spring,"c(618429.901377325, 4845293.88635152)"
71998,B,presenza,nativa,4,1943,42.988332,10.492546,Selaginella denticulata (L.) Spring,"c(621678.971584106, 4760599.84837313)"
71999,B,presenza,nativa,4,1942,44.037683,10.15032,Selaginella denticulata (L.) Spring,"c(592167.710083733, 4876701.41578199)"
72000,B,presenza,nativa,4,1942,44.034488,10.150391,Selaginella denticulata (L.) Spring,"c(592178.352251534, 4876346.62879839)"
72001,B,presenza,nativa,4,1942,44.050513,10.129286,Selaginella denticulata (L.) Spring,"c(590462.854957339, 4878103.12779735)"
72002,B,presenza,nativa,4,1942,44.067679,10.062616,Selaginella denticulata (L.) Spring,"c(585097.557458654, 4879938.71120834)"
72003,B,presenza,nativa,4,1942,44.375487,9.867101,Selaginella denticulata (L.) Spring,"c(569079.183327441, 4913944.30910051)"
72004,B,presenza,nativa,4,1870,43.837609,10.495083,Selaginella denticulata (L.) Spring,"c(620193.978768242, 4854922.9604843)"
72005,B,presenza,nativa,4,1943,43.860348,10.502421,Selaginella denticulata (L.) Spring,"c(620738.018432784, 4857459.19094813)"
72006,B,presenza,nativa,4,1943,43.04982,9.81399,Selaginella denticulata (L.) Spring,"c(566293.509846067, 4766668.71662566)"
72007,B,presenza,nativa,4,1942,44.022186,10.148735,Selaginella denticulata (L.) Spring,"c(592064.70216912, 4874978.40538728)"
72008,B,presenza,nativa,4,1942,44.046586,10.159684,Selaginella denticulata (L.) Spring,"c(592904.074671492, 4877700.78182758)"
72009,B,presenza,nativa,4,1942,44.350706,9.904146,Selaginella denticulata (L.) Spring,"c(572060.819745819, 4911223.65988324)"
72010,B,presenza,nativa,4,1870,42.336786,10.309025,Selaginella denticulata (L.) Spring,"c(607837.701658912, 4688000.01661371)"
72011,B,presenza,nativa,3,1943,43.756417,10.536313,Selaginella denticulata (L.) Spring,"c(623675.99784607, 4845966.0703844)"
72012,B,presenza,nativa,4,1943,43.76122,10.446342,Selaginella denticulata (L.) Spring,"c(616423.781493887, 4846369.10346768)"
72013,B,presenza,nativa,4,1943,42.923291999999996,10.759465,Selaginella denticulata (L.) Spring,"c(643591.036939666, 4753798.26851875)"
72014,B,presenza,nativa,4,1942,44.019122,10.180278,Selaginella denticulata (L.) Spring,"c(594597.58264361, 4874673.80093212)"
72015,B,presenza,nativa,4,1942,44.077146,10.122213,Selaginella denticulata (L.) Spring,"c(589855.961813689, 4881053.50780868)"
72016,B,presenza,nativa,4,1942,44.075569,10.067034,Selaginella denticulata (L.) Spring,"c(585440.012846614, 4880819.62612826)"
72017,B,presenza,nativa,4,1942,44.161261,10.039662,Selaginella denticulata (L.) Spring,"c(583128.019865155, 4890309.46479905)"
72018,O,presenza,nativa,4,2010,43.798966,10.38886,Selaginella denticulata (L.) Spring,"c(611726.382526602, 4850482.16271087)"
72019,B,presenza,nativa,4,1870,43.989312,10.260027,Selaginella denticulata (L.) Spring,"c(601039.978528157, 4871457.44070246)"
72020,B,presenza,nativa,4,1870,43.430803,9.898993,Selaginella denticulata (L.) Spring,"c(572761.601265803, 4809048.99334699)"
72021,B,presenza,nativa,4,1908,42.456115,11.418141,Selaginella denticulata (L.) Spring,"c(698833.513684972, 4703253.35115947)"
72022,B,presenza,nativa,4,1908,42.249995,11.099955,Selaginella denticulata (L.) Spring,"c(673234.689084983, 4679668.5055231)"
72023,B,presenza,nativa,4,1943,43.993248,10.226632,Selaginella denticulata (L.) Spring,"c(598355.558801816, 4871854.24047251)"
72024,B,presenza,nativa,4,1943,43.825066,10.702331,Selaginella denticulata (L.) Spring,"c(636884.102947964, 4853851.93392453)"
72025,B,presenza,nativa,4,1942,44.076319,10.179444,Selaginella denticulata (L.) Spring,"c(594439.803597838, 4881025.6893576)"
72026,B,presenza,nativa,4,1942,44.266042,10.037074,Selaginella denticulata (L.) Spring,"c(582774.176134205, 4901945.13924487)"
72027,B,presenza,nativa,4,1992,43.803262,10.37589,Selaginella denticulata (L.) Spring,"c(610675.074216084, 4850941.8725224)"
72028,B,presenza,nativa,4,1992,43.9825,10.386166,Selaginella denticulata (L.) Spring,"c(611167.690314199, 4870863.09618679)"
72029,B,presenza,nativa,4,1870,43.037775,9.818082,Selaginella denticulata (L.) Spring,"c(566639.811497691, 4765334.36039367)"
72030,B,presenza,nativa,4,1908,43.09793,10.539952,Selaginella denticulata (L.) Spring,"c(625320.452281623, 4772840.67330922)"
72031,B,presenza,nativa,4,1908,42.411119,11.145667,Selaginella denticulata (L.) Spring,"c(676554.436323129, 4697654.1289185)"
72032,B,presenza,nativa,4,1942,44.05537,10.055378,Selaginella denticulata (L.) Spring,"c(584535.428763854, 4878564.10271514)"
72033,B,presenza,nativa,4,1942,44.157007,10.073138,Selaginella denticulata (L.) Spring,"c(585810.828344016, 4889871.35240148)"
72034,B,presenza,nativa,4,1942,44.314534,9.991469,Selaginella denticulata (L.) Spring,"c(579069.106931725, 4907286.35433274)"
72035,B,presenza,nativa,4,1942,44.290941,10.131245,Selaginella denticulata (L.) Spring,"c(590252.343608197, 4904810.04949633)"
72036,B,presenza,nativa,4,1942,44.023897,10.15852,Selaginella denticulata (L.) Spring,"c(592846.248380986, 4875179.41901858)"
72037,B,presenza,nativa,4,1942,44.07599,10.104187,Selaginella denticulata (L.) Spring,"c(588414.329467382, 4880905.6010314)"
72038,O,presenza,nativa,4,2010,43.816946,10.391009,Selaginella denticulata (L.) Spring,"c(611865.691969622, 4852482.02303214)"
72039,B,presenza,nativa,4,1992,44.071302,10.33518,Selaginella denticulata (L.) Spring,"c(606918.918761291, 4880658.8334754)"
72040,B,presenza,nativa,4,1994,43.801929,10.382888,Selaginella denticulata (L.) Spring,"c(611240.464208277, 4850803.20480866)"
72041,O,presenza,nativa,4,2014,43.4323,10.698138,Selaginella denticulata (L.) Spring,"c(637439.25568942, 4810223.24657857)"
72042,B,presenza,nativa,4,1996,42.899188,11.168888,Selaginella denticulata (L.) Spring,"c(677074.397637836, 4751901.86928063)"
72043,B,presenza,nativa,5,2005,42.785979,10.184725,Selaginella denticulata (L.) Spring,"c(596900.005104193, 4737729.12117373)"
72044,B,presenza,nativa,5,2005,42.78586,10.39209,Selaginella denticulata (L.) Spring,"c(613861.08648694, 4737975.02001076)"
72045,B,presenza,nativa,5,2005,42.784417,10.391947,Selaginella denticulata (L.) Spring,"c(613852.034897412, 4737814.58655222)"
72046,B,presenza,nativa,5,2005,42.789488,10.183779,Selaginella denticulata (L.) Spring,"c(596817.160311588, 4738117.6952401)"
72047,B,presenza,nativa,5,2005,42.80109,10.41617,Selaginella denticulata (L.) Spring,"c(615802.252004378, 4739699.05794565)"
72048,B,presenza,nativa,5,2005,42.76859,10.36415,Selaginella denticulata (L.) Spring,"c(611606.814283518, 4736019.90324137)"
72049,B,presenza,nativa,5,2005,42.76859,10.36415,Selaginella denticulata (L.) Spring,"c(611606.814283518, 4736019.90324137)"
72050,B,presenza,nativa,5,2005,42.80213,10.14778,Selaginella denticulata (L.) Spring,"c(593853.787248009, 4739480.83953173)"
139911,O,presenza,nativa,4,2016,43.78898,10.46266,Selaginella denticulata (L.) Spring,"c(617682.852841322, 4849475.33664841)"
146899,P,presenza,nativa,4,1843,42.411119,11.145667,Selaginella denticulata (L.) Spring,"c(676554.436323129, 4697654.1289185)"
146900,P,presenza,nativa,4,1844,42.411119,11.145667,Selaginella denticulata (L.) Spring,"c(676554.436323129, 4697654.1289185)"
146901,P,presenza,nativa,4,1856,42.411119,11.145667,Selaginella denticulata (L.) Spring,"c(676554.436323129, 4697654.1289185)"
146902,P,presenza,nativa,4,1856,42.411119,11.145667,Selaginella denticulata (L.) Spring,"c(676554.436323129, 4697654.1289185)"
146903,P,presenza,nativa,4,1868,42.411119,11.145667,Selaginella denticulata (L.) Spring,"c(676554.436323129, 4697654.1289185)"
146904,P,presenza,nativa,4,1883,42.411119,11.145667,Selaginella denticulata (L.) Spring,"c(676554.436323129, 4697654.1289185)"
146905,P,presenza,nativa,4,1885,42.411119,11.145667,Selaginella denticulata (L.) Spring,"c(676554.436323129, 4697654.1289185)"
146906,P,presenza,nativa,4,1886,42.411119,11.145667,Selaginella denticulata (L.) Spring,"c(676554.436323129, 4697654.1289185)"
146907,P,presenza,nativa,4,1870,42.411119,11.145667,Selaginella denticulata (L.) Spring,"c(676554.436323129, 4697654.1289185)"
146908,P,presenza,nativa,4,1876,42.411119,11.145667,Selaginella denticulata (L.) Spring,"c(676554.436323129, 4697654.1289185)"
146909,P,presenza,nativa,4,1902,42.411119,11.145667,Selaginella denticulata (L.) Spring,"c(676554.436323129, 4697654.1289185)"
146910,P,presenza,nativa,4,1903,42.411119,11.145667,Selaginella denticulata (L.) Spring,"c(676554.436323129, 4697654.1289185)"
146911,P,presenza,nativa,4,1908,42.411119,11.145667,Selaginella denticulata (L.) Spring,"c(676554.436323129, 4697654.1289185)"
146912,P,presenza,nativa,4,1911,42.411119,11.145667,Selaginella denticulata (L.) Spring,"c(676554.436323129, 4697654.1289185)"
146913,P,presenza,nativa,4,1905,42.411119,11.145667,Selaginella denticulata (L.) Spring,"c(676554.436323129, 4697654.1289185)"
146914,P,presenza,nativa,4,1905,42.411119,11.145667,Selaginella denticulata (L.) Spring,"c(676554.436323129, 4697654.1289185)"
146915,P,presenza,nativa,4,1993,42.411119,11.145667,Selaginella denticulata (L.) Spring,"c(676554.436323129, 4697654.1289185)"
146916,P,presenza,nativa,4,1993,42.411119,11.145667,Selaginella denticulata (L.) Spring,"c(676554.436323129, 4697654.1289185)"
177115,B,presenza,nativa,4,2016,43.132698,11.262994,Selaginella denticulata (L.) Spring,"c(684058.674687052, 4778036.64162021)"
180475,P,presenza,nativa,5,1978,44.02488,10.25314,Selaginella denticulata (L.) Spring,"c(600427.677511798, 4875399.52596)"
195666,H,presenza,nativa,5,2017,43.78302,10.45945,Selaginella denticulata (L.) Spring,"c(617436.249860322, 4848808.8294628)"
195667,H,presenza,nativa,5,2017,43.78302,10.45945,Selaginella denticulata (L.) Spring,"c(617436.249860322, 4848808.8294628)"
206937,O,presenza,nativa,5,2017,43.99593273837753,10.333510637283323,Selaginella denticulata (L.) Spring,"c(606920.68755622, 4872285.44009334)"
211005,P,presenza,nativa,4,0,42.337112,10.310407,Selaginella denticulata (L.) Spring,"c(607950.995258341, 4688037.96811481)"
211006,P,presenza,nativa,5,1957,42.33362,10.296201,Selaginella denticulata (L.) Spring,"c(606786.598230697, 4687632.29115951)"
211007,P,presenza,nativa,5,1974,42.33362,10.296201,Selaginella denticulata (L.) Spring,"c(606786.598230697, 4687632.29115951)"
211008,P,presenza,nativa,5,1964,42.334395,10.300732,Selaginella denticulata (L.) Spring,"c(607158.571623503, 4687724.04377045)"
211009,P,presenza,nativa,5,1964,42.329475,10.301133,Selaginella denticulata (L.) Spring,"c(607199.963887958, 4687178.24197242)"
211010,P,presenza,nativa,5,1964,42.329475,10.301133,Selaginella denticulata (L.) Spring,"c(607199.963887958, 4687178.24197242)"
211011,P,presenza,nativa,5,1964,42.342694,10.302202,Selaginella denticulata (L.) Spring,"c(607265.568780857, 4688647.40225952)"
211828,P,presenza,nativa,5,1964,42.342694,10.302202,Selaginella denticulata (L.) Spring,"c(607265.568780857, 4688647.40225952)"
211829,P,presenza,nativa,5,1964,42.342694,10.302202,Selaginella denticulata (L.) Spring,"c(607265.568780857, 4688647.40225952)"
211830,P,presenza,nativa,5,1965,42.342694,10.302202,Selaginella denticulata (L.) Spring,"c(607265.568780857, 4688647.40225952)"
211831,P,presenza,nativa,5,1965,42.342694,10.302202,Selaginella denticulata (L.) Spring,"c(607265.568780857, 4688647.40225952)"
211835,P,presenza,nativa,5,1964,42.342694,10.302202,Selaginella denticulata (L.) Spring,"c(607265.568780857, 4688647.40225952)"
211840,P,presenza,nativa,5,1965,42.337112,10.310407,Selaginella denticulata (L.) Spring,"c(607950.995258341, 4688037.96811481)"
211844,P,presenza,nativa,5,1964,42.337243,10.300381,Selaginella denticulata (L.) Spring,"c(607124.820068067, 4688039.83811674)"
211845,P,presenza,nativa,5,1964,42.339395,10.293183,Selaginella denticulata (L.) Spring,"c(606528.20938334, 4688269.7516553)"
211846,P,presenza,nativa,5,1965,42.339395,10.293183,Selaginella denticulata (L.) Spring,"c(606528.20938334, 4688269.7516553)"
211850,P,presenza,nativa,5,1964,42.337782,10.308663,Selaginella denticulata (L.) Spring,"c(607806.177990333, 4688110.1517188)"
211851,P,presenza,nativa,5,1965,42.337782,10.308663,Selaginella denticulata (L.) Spring,"c(607806.177990333, 4688110.1517188)"
211852,P,presenza,nativa,5,1965,42.337782,10.308663,Selaginella denticulata (L.) Spring,"c(607806.177990333, 4688110.1517188)"
211853,P,presenza,nativa,5,1965,42.337782,10.308663,Selaginella denticulata (L.) Spring,"c(607806.177990333, 4688110.1517188)"
211854,P,presenza,nativa,5,1964,42.334467,10.294157,Selaginella denticulata (L.) Spring,"c(606616.771155487, 4687723.77637568)"
211855,P,presenza,nativa,5,1965,42.334467,10.294157,Selaginella denticulata (L.) Spring,"c(606616.771155487, 4687723.77637568)"
211858,P,presenza,nativa,5,1957,42.325682,10.314789,Selaginella denticulata (L.) Spring,"c(608331.605398225, 4686774.37382789)"
211859,P,presenza,nativa,5,1964,42.337112,10.310407,Selaginella denticulata (L.) Spring,"c(607950.995258341, 4688037.96811481)"
211860,P,presenza,nativa,5,1974,42.348231,10.306356,Selaginella denticulata (L.) Spring,"c(607598.305367929, 4689267.46882738)"
211861,P,presenza,nativa,5,1965,42.334467,10.294157,Selaginella denticulata (L.) Spring,"c(606616.771155487, 4687723.77637568)"
227088,B,presenza,nativa,4,2012,44.01065725159039,10.700383186340332,Selaginella denticulata (L.) Spring,"c(636303.029418189, 4874461.98373319)"
313563,B,presenza,nativa,4,2003,42.66502630682693,11.102090917847136,Selaginella denticulata (L.) Spring,"c(672268.983902814, 4725759.79265273)"
313564,B,presenza,nativa,4,2003,42.55643877036672,11.129427368314964,Selaginella denticulata (L.) Spring,"c(674812.872805458, 4713757.5387111)"
313565,B,presenza,nativa,4,2003,42.614025,11.084993,Selaginella denticulata (L.) Spring,"c(671007.405384199, 4720061.51264588)"
315522,B,presenza,nativa,4,2003,42.65156,11.06405,Selaginella denticulata (L.) Spring,"c(669187.890295416, 4724187.54147764)"
332288,B,presenza,nativa,4,2001,43.037775,9.818082,Selaginella denticulata (L.) Spring,"c(566639.811497691, 4765334.36039367)"
338434,B,presenza,nativa,4,2016,42.752481,10.131144,Selaginella denticulata (L.) Spring,"c(592567.381844774, 4733949.14806133)"
338435,B,presenza,nativa,4,2015,42.750035,10.228252,Selaginella denticulata (L.) Spring,"c(600518.280195589, 4733788.62023764)"
338436,B,presenza,nativa,5,2017,42.78047,10.32081,Selaginella denticulata (L.) Spring,"c(608040.28027743, 4737282.70616819)"
338437,B,presenza,nativa,5,2014,42.780515,10.431658,Selaginella denticulata (L.) Spring,"c(617107.5395245, 4737435.65701202)"
338438,B,presenza,nativa,4,2015,42.746537,10.380032,Selaginella denticulata (L.) Spring,"c(612946.259200711, 4733592.13621554)"
338453,B,presenza,nativa,5,2016,42.753188,10.204924,Selaginella denticulata (L.) Spring,"c(598604.130270482, 4734111.22516067)"
341875,P,presenza,nativa,4,1952,42.95516,10.512393,Selaginella denticulata (L.) Spring,"c(623363.310236516, 4756945.01693426)"
341876,P,presenza,nativa,4,1952,42.950049,10.505769,Selaginella denticulata (L.) Spring,"c(622833.158992365, 4756367.7397478)"
341877,P,presenza,nativa,5,1952,42.9393115890473,10.51691266370949,Selaginella denticulata (L.) Spring,"c(623763.731787596, 4755191.69160656)"
341878,P,presenza,nativa,4,0,42.988332,10.492546,Selaginella denticulata (L.) Spring,"c(621678.971584106, 4760599.84837313)"
344686,H,presenza,nativa,5,2019,43.748287,10.473509,Selaginella denticulata (L.) Spring,"c(618636.172518926, 4844971.25268757)"
457161,B,presenza,nativa,3,2010,42.89367,11.048502,Selaginella denticulata (L.) Spring,"c(667260.327086416, 4751042.73234792)"
460189,B,presenza,nativa,3,2010,42.545933,11.186093,Selaginella denticulata (L.) Spring,"c(679495.081555135, 4712709.45422359)"
461212,B,presenza,nativa,3,2010,42.675814,11.310509,Selaginella denticulata (L.) Spring,"c(689317.079407383, 4727403.73621486)"
465004,B,presenza,nativa,3,2010,42.514007,11.482653000000001,Selaginella denticulata (L.) Spring,"c(703950.099825845, 4709835.35793154)"
481805,H,presenza,nativa,4,2020,44.0890323614707,10.209823134817722,Selaginella denticulata (L.) Spring,"c(596851.571049705, 4882473.05135284)"
491032,B,presenza,nativa,4,2017,44.0522,10.6243,Selaginella denticulata (L.) Spring,"c(630113.183622037, 4878953.15857769)"
493091,O,presenza,nativa,4,2020,44.02317825852579,10.275597408327856,Selaginella denticulata (L.) Spring,"c(602230.368229888, 4875238.12087382)"
574894,H,presenza,nativa,5,2020,42.914832,10.925087,Selaginella denticulata (L.) Spring,"c(657129.4158554, 4753154.86013065)"
575772,O,presenza,nativa,5,2020,42.969849,10.953679,Selaginella denticulata (L.) Spring,"c(659321.235068331, 4759318.41326887)"
575798,O,presenza,nativa,5,2020,42.893795,10.901973,Selaginella denticulata (L.) Spring,"c(655295.567992717, 4750775.76006903)"
593499,O,presenza,nativa,4,0,44.238193,9.904144,Selaginella denticulata (L.) Spring,"c(572198.392875272, 4898726.39937719)"
593502,O,presenza,nativa,4,0,44.190142,9.926275,Selaginella denticulata (L.) Spring,"c(574025.792737104, 4893408.95464556)"
593509,O,presenza,nativa,4,0,44.188504,9.86525,Selaginella denticulata (L.) Spring,"c(569150.717169082, 4893173.86728787)"
593515,O,presenza,nativa,4,2015,43.927789,10.530856,Selaginella denticulata (L.) Spring,"c(622884.351022974, 4864991.60458551)"
593519,O,presenza,nativa,4,2015,43.935501,10.537494,Selaginella denticulata (L.) Spring,"c(623401.248354663, 4865858.06180735)"
593521,O,presenza,nativa,4,2015,43.935922,10.528482,Selaginella denticulata (L.) Spring,"c(622677.061238297, 4865891.39022767)"
593523,O,presenza,nativa,4,2015,43.937872,10.54381,Selaginella denticulata (L.) Spring,"c(623903.258784006, 4866130.86460679)"
593524,O,presenza,nativa,4,2015,43.915968,10.548316,Selaginella denticulata (L.) Spring,"c(624310.524883618, 4863704.80505021)"
593527,O,presenza,nativa,4,2015,43.90676,10.60507,Selaginella denticulata (L.) Spring,"c(628887.086922987, 4862769.08788338)"
593528,O,presenza,nativa,4,0,43.77528,10.50808,Selaginella denticulata (L.) Spring,"c(621365.014108522, 4848019.31804856)"
613316,O,presenza,nativa,4,0,43.78944,10.46091,Selaginella denticulata (L.) Spring,"c(617541.148157316, 4849523.94024131)"
613321,O,presenza,nativa,4,0,43.824878,10.468496,Selaginella denticulata (L.) Spring,"c(618081.657612422, 4853470.68330531)"
613327,O,presenza,nativa,4,0,43.77037,10.47072,Selaginella denticulata (L.) Spring,"c(618368.068017631, 4847419.90505442)"
613337,O,presenza,nativa,4,2008,43.819125,10.466806,Selaginella denticulata (L.) Spring,"c(617957.092533512, 4852829.31034287)"
613343,O,presenza,nativa,4,2015,43.912985,10.536685,Selaginella denticulata (L.) Spring,"c(623382.855956694, 4863356.04839759)"
613346,O,presenza,nativa,4,2015,43.903527,10.553614,Selaginella denticulata (L.) Spring,"c(624761.884067902, 4862331.0007662)"
613349,O,presenza,nativa,4,2015,43.910995,10.557472,Selaginella denticulata (L.) Spring,"c(625056.061008167, 4863166.28799228)"
613350,O,presenza,nativa,4,2015,43.91255,10.57228,Selaginella denticulata (L.) Spring,"c(626241.78230971, 4863361.5263165)"
613623,H,presenza,nativa,4,2021,43.87083844395065,10.362486071343712,Selaginella denticulata (L.) Spring,"c(609473.228794545, 4858429.4760681)"
613626,O,presenza,nativa,4,2021,43.87338692826246,10.38018424372857,Selaginella denticulata (L.) Spring,"c(610890.528949365, 4858736.1197518)"
613639,O,presenza,nativa,4,2021,43.86996443092005,10.377916005347409,Selaginella denticulata (L.) Spring,"c(610714.623350728, 4858352.95391842)"
621205,O,presenza,nativa,4,2021,43.96384981424947,10.230915915440123,Selaginella denticulata (L.) Spring,"c(598747.777445458, 4868594.1504669)"
624511,O,presenza,nativa,4,2021,43.758316885940594,10.44385079001299,Selaginella denticulata (L.) Spring,"c(616228.86976226, 4846043.17101271)"
624883,O,presenza,nativa,4,0,43.685419,10.555021,Selaginella denticulata (L.) Spring,"c(625329.991226287, 4838108.836413)"
624888,O,presenza,nativa,4,0,43.750745,10.480513,Selaginella denticulata (L.) Spring,"c(619195.209957559, 4845254.30392592)"
624901,O,presenza,nativa,4,0,43.73824,10.48825,Selaginella denticulata (L.) Spring,"c(619843.067299706, 4843876.60437636)"
624910,O,presenza,nativa,4,0,43.73946,10.525205,Selaginella denticulata (L.) Spring,"c(622816.449149107, 4844066.22021094)"
624917,O,presenza,nativa,4,0,43.72838980998842,10.512459643937392,Selaginella denticulata (L.) Spring,"c(621812.566349529, 4842817.9019861)"
624930,O,presenza,nativa,4,0,43.73139,10.54336,Selaginella denticulata (L.) Spring,"c(624295.083324956, 4843197.00267213)"
624939,O,presenza,nativa,4,0,43.718245,10.538619,Selaginella denticulata (L.) Spring,"c(623940.365866934, 4841729.9621334)"
624981,O,presenza,nativa,4,0,43.744456,10.532197,Selaginella denticulata (L.) Spring,"c(623369.22095331, 4844631.48735911)"
