id,record_type,occurrence_type,esotic,accuracy,occurrence_year,lat_wgs84,lon_wgs84,taxon_name,geometry,AREA,PERIMETER,GEOMETRIA,COD_SIR,NAT2000,NOME,CODPREC,BIOPREC,NOMPREC,REE,CLAS,TIPO,ZONA,RBIOGEOSIC,DESIGN_ZSC,DECR_ZSC,NOTE,CODICE,MIN_COD,CODPROV,NOME2,AP_PP_,AP_PP_ID,AP_PN_,AP_PN_ID,AP_RNS_,AP_RNS_ID
"94056",B,presenza,nativa,"4",NA,44.114491,10.593282,Aquilegia lucensis E.Nardi,"c(627494.605258728, 4885823.35120505)",7147339.580888950265944,50356.798686255802750,A,"13",IT5120005,M. Romecchio - M. Rondinaio - Poggione,"13",IT5120005,M. Romecchio - M. Rondinaio - Poggione,SI,"6",ZSC,ZT,M,SI,D.M. 24-05-2016,,"0","0","0","0","0","0","0","0","0","0"
"94057",B,presenza,nativa,"4",NA,44.403495,9.988773,Aquilegia lucensis E.Nardi,"c(578734.866336587, 4917165.11964348)",19791575.587743204087019,34035.352207089497824,A,"2",IT5110002,Monte Orsaro,"2",IT5110002,M. Orsaro,SI,"6",ZSC,ZT,C,NO,,,"0","0","0","0","0","0","0","0","0","0"
"94057",B,presenza,nativa,"4",NA,44.403495,9.988773,Aquilegia lucensis E.Nardi,"c(578734.866336587, 4917165.11964348)",82337755.759049996733665,166439.342440000007628,A,"0","0",PARCO NAZIONALE DELL'APPENNINO TOSCO-EMILIANO - TOSCANA,"0","0","0","0","0","0",PT,"0","0","0","0",PN03,EUAP1158,"0","0","0","0","5","11","0","0"
"94060",B,presenza,nativa,"4",NA,44.246601,10.404988,Aquilegia lucensis E.Nardi,"c(612176.372997167, 4900222.62782952)",6619992.567427759990096,26200.139135614703264,A,"10",IT5120002,M. Castellino - Le Forbici,"10",IT5120002,M. Castellino - Le Forbici,SI,"6",ZSC,ZT,C,SI,D.M. 22-12-2016,,"0","0","0","0","0","0","0","0","0","0"
"94062",B,presenza,nativa,"4",NA,44.114903,10.592907,Aquilegia lucensis E.Nardi,"c(627463.71163695, 4885868.53169137)",7147339.580888950265944,50356.798686255802750,A,"13",IT5120005,M. Romecchio - M. Rondinaio - Poggione,"13",IT5120005,M. Romecchio - M. Rondinaio - Poggione,SI,"6",ZSC,ZT,M,SI,D.M. 24-05-2016,,"0","0","0","0","0","0","0","0","0","0"
"94063",B,presenza,nativa,"4",NA,44.140557,10.673868,Aquilegia lucensis E.Nardi,"c(633884.256608847, 4888846.56527311)",6071867.479290000163019,21081.490450000004785,A,"0","0",ABETONE,"0","0","0","0","0","0","0","0","0","0","0",RNPT02,EUAP0113,"047","0","0","0","0","0","4","5"
"94064",B,presenza,nativa,"4","2002",44.120646,10.636886,Aquilegia lucensis E.Nardi,"c(630970.232693846, 4886575.4800993)",8283517.990131639875472,16225.149458068999593,A,"28",IT5130001,Alta valle del Sestaione,"28",IT5130001,Alta valle del Sestaione,SI,"6",ZSC,ZT,C,SI,D.M. 22-12-2016,,"0","0","0","0","0","0","0","0","0","0"
"94065",B,presenza,nativa,"4",NA,44.15369,10.714846,Aquilegia lucensis E.Nardi,"c(637131.492942124, 4890372.79871934)",3598256.241197450086474,21422.952239221900527,A,"32",IT5130005,Libro Aperto - Cima Tauffi,"32",IT5130005,Libro Aperto - Cima Tauffi,SI,"6",ZSC,ZT,C,SI,D.M. 24-05-2016,,"0","0","0","0","0","0","0","0","0","0"
"94066",B,presenza,nativa,"4","2005",44.12657,10.64213,Aquilegia lucensis E.Nardi,"c(631376.685441433, 4887241.82950123)",8283517.990131639875472,16225.149458068999593,A,"28",IT5130001,Alta valle del Sestaione,"28",IT5130001,Alta valle del Sestaione,SI,"6",ZSC,ZT,C,SI,D.M. 22-12-2016,,"0","0","0","0","0","0","0","0","0","0"
"94068",B,presenza,nativa,"4",NA,44.115615,10.63155,Aquilegia lucensis E.Nardi,"c(630554.366131081, 4886008.19907937)",7147339.580888950265944,50356.798686255802750,A,"13",IT5120005,M. Romecchio - M. Rondinaio - Poggione,"13",IT5120005,M. Romecchio - M. Rondinaio - Poggione,SI,"6",ZSC,ZT,M,SI,D.M. 24-05-2016,,"0","0","0","0","0","0","0","0","0","0"
"94069",O,presenza,nativa,"4","2014",44.10392,10.84552,Aquilegia lucensis E.Nardi,"c(647705.261946878, 4885070.97435302)",4930184.322717441245914,26919.115058041399607,A,"33",IT5130006,M. Spigolino - M. Gennaio,"33",IT5130006,M. Spigolino - M. Gennaio,SI,"6",ZSC,ZT,C,SI,D.M. 24-05-2016,,"0","0","0","0","0","0","0","0","0","0"
"94070",O,presenza,nativa,"4","2014",44.11605,10.63167,Aquilegia lucensis E.Nardi,"c(630563.010376192, 4886056.70558937)",8283517.990131639875472,16225.149458068999593,A,"28",IT5130001,Alta valle del Sestaione,"28",IT5130001,Alta valle del Sestaione,SI,"6",ZSC,ZT,C,SI,D.M. 22-12-2016,,"0","0","0","0","0","0","0","0","0","0"
"94071",P,presenza,nativa,"4","1974",44.12136,10.63656,Aquilegia lucensis E.Nardi,"c(630942.571186929, 4886654.26636111)",8283517.990131639875472,16225.149458068999593,A,"28",IT5130001,Alta valle del Sestaione,"28",IT5130001,Alta valle del Sestaione,SI,"6",ZSC,ZT,C,SI,D.M. 22-12-2016,,"0","0","0","0","0","0","0","0","0","0"
"130619",B,presenza,nativa,"3","1891",44.154158,10.71211,Aquilegia lucensis E.Nardi,"c(636911.618215018, 4890420.22133387)",3598256.241197450086474,21422.952239221900527,A,"32",IT5130005,Libro Aperto - Cima Tauffi,"32",IT5130005,Libro Aperto - Cima Tauffi,SI,"6",ZSC,ZT,C,SI,D.M. 24-05-2016,,"0","0","0","0","0","0","0","0","0","0"
"130620",B,presenza,nativa,"3","1891",44.12136,10.63656,Aquilegia lucensis E.Nardi,"c(630942.571186929, 4886654.26636111)",8283517.990131639875472,16225.149458068999593,A,"28",IT5130001,Alta valle del Sestaione,"28",IT5130001,Alta valle del Sestaione,SI,"6",ZSC,ZT,C,SI,D.M. 22-12-2016,,"0","0","0","0","0","0","0","0","0","0"
"146611",B,presenza,nativa,"4","2005",44.121343,10.650018,Aquilegia lucensis E.Nardi,"c(632019.40474172, 4886673.88446808)",8283517.990131639875472,16225.149458068999593,A,"28",IT5130001,Alta valle del Sestaione,"28",IT5130001,Alta valle del Sestaione,SI,"6",ZSC,ZT,C,SI,D.M. 22-12-2016,,"0","0","0","0","0","0","0","0","0","0"
"214463",P,presenza,nativa,"4","0",44.410382,9.991193,Aquilegia lucensis E.Nardi,"c(578918.307291911, 4917932.43081338)",19791575.587743204087019,34035.352207089497824,A,"2",IT5110002,Monte Orsaro,"2",IT5110002,M. Orsaro,SI,"6",ZSC,ZT,C,NO,,,"0","0","0","0","0","0","0","0","0","0"
"214464",P,presenza,nativa,"4","1858",44.410382,9.991193,Aquilegia lucensis E.Nardi,"c(578918.307291911, 4917932.43081338)",19791575.587743204087019,34035.352207089497824,A,"2",IT5110002,Monte Orsaro,"2",IT5110002,M. Orsaro,SI,"6",ZSC,ZT,C,NO,,,"0","0","0","0","0","0","0","0","0","0"
"214465",P,presenza,nativa,"4","1964",44.410382,9.991193,Aquilegia lucensis E.Nardi,"c(578918.307291911, 4917932.43081338)",19791575.587743204087019,34035.352207089497824,A,"2",IT5110002,Monte Orsaro,"2",IT5110002,M. Orsaro,SI,"6",ZSC,ZT,C,NO,,,"0","0","0","0","0","0","0","0","0","0"
"214466",P,presenza,nativa,"5","1858",44.410382,9.991193,Aquilegia lucensis E.Nardi,"c(578918.307291911, 4917932.43081338)",19791575.587743204087019,34035.352207089497824,A,"2",IT5110002,Monte Orsaro,"2",IT5110002,M. Orsaro,SI,"6",ZSC,ZT,C,NO,,,"0","0","0","0","0","0","0","0","0","0"
"214467",P,presenza,nativa,"5","1858",44.410382,9.991193,Aquilegia lucensis E.Nardi,"c(578918.307291911, 4917932.43081338)",19791575.587743204087019,34035.352207089497824,A,"2",IT5110002,Monte Orsaro,"2",IT5110002,M. Orsaro,SI,"6",ZSC,ZT,C,NO,,,"0","0","0","0","0","0","0","0","0","0"
"214468",P,presenza,nativa,"5","1951",44.410382,9.991193,Aquilegia lucensis E.Nardi,"c(578918.307291911, 4917932.43081338)",19791575.587743204087019,34035.352207089497824,A,"2",IT5110002,Monte Orsaro,"2",IT5110002,M. Orsaro,SI,"6",ZSC,ZT,C,NO,,,"0","0","0","0","0","0","0","0","0","0"
"214469",P,presenza,nativa,"5","1984",44.279642,10.224721,Aquilegia lucensis E.Nardi,"c(597728.755486839, 4903662.10800351)",5234045.447412789799273,29623.212794452600065,A,"5",IT5110005,M. La Nuda - M. Tondo,"5",IT5110005,M. La Nuda - M. Tondo,SI,"6",ZSC,ZT,C,SI,D.M. 22-12-2016,,"0","0","0","0","0","0","0","0","0","0"
"214469",P,presenza,nativa,"5","1984",44.279642,10.224721,Aquilegia lucensis E.Nardi,"c(597728.755486839, 4903662.10800351)",82337755.759049996733665,166439.342440000007628,A,"0","0",PARCO NAZIONALE DELL'APPENNINO TOSCO-EMILIANO - TOSCANA,"0","0","0","0","0","0",PT,"0","0","0","0",PN03,EUAP1158,"0","0","0","0","5","11","0","0"
"214470",P,presenza,nativa,"5","1987",44.279642,10.224721,Aquilegia lucensis E.Nardi,"c(597728.755486839, 4903662.10800351)",5234045.447412789799273,29623.212794452600065,A,"5",IT5110005,M. La Nuda - M. Tondo,"5",IT5110005,M. La Nuda - M. Tondo,SI,"6",ZSC,ZT,C,SI,D.M. 22-12-2016,,"0","0","0","0","0","0","0","0","0","0"
"214470",P,presenza,nativa,"5","1987",44.279642,10.224721,Aquilegia lucensis E.Nardi,"c(597728.755486839, 4903662.10800351)",82337755.759049996733665,166439.342440000007628,A,"0","0",PARCO NAZIONALE DELL'APPENNINO TOSCO-EMILIANO - TOSCANA,"0","0","0","0","0","0",PT,"0","0","0","0",PN03,EUAP1158,"0","0","0","0","5","11","0","0"
"214471",P,presenza,nativa,"5","1987",44.2806655701754,10.2292799949646,Aquilegia lucensis E.Nardi,"c(598090.846686138, 4903781.24000669)",5234045.447412789799273,29623.212794452600065,A,"5",IT5110005,M. La Nuda - M. Tondo,"5",IT5110005,M. La Nuda - M. Tondo,SI,"6",ZSC,ZT,C,SI,D.M. 22-12-2016,,"0","0","0","0","0","0","0","0","0","0"
"214471",P,presenza,nativa,"5","1987",44.2806655701754,10.2292799949646,Aquilegia lucensis E.Nardi,"c(598090.846686138, 4903781.24000669)",82337755.759049996733665,166439.342440000007628,A,"0","0",PARCO NAZIONALE DELL'APPENNINO TOSCO-EMILIANO - TOSCANA,"0","0","0","0","0","0",PT,"0","0","0","0",PN03,EUAP1158,"0","0","0","0","5","11","0","0"
"214472",P,presenza,nativa,"5","1851",44.249258,10.407126,Aquilegia lucensis E.Nardi,"c(612342.016760994, 4900520.67382201)",6619992.567427759990096,26200.139135614703264,A,"10",IT5120002,M. Castellino - Le Forbici,"10",IT5120002,M. Castellino - Le Forbici,SI,"6",ZSC,ZT,C,SI,D.M. 22-12-2016,,"0","0","0","0","0","0","0","0","0","0"
"214473",P,presenza,nativa,"5","1851",44.249258,10.407126,Aquilegia lucensis E.Nardi,"c(612342.016760994, 4900520.67382201)",6619992.567427759990096,26200.139135614703264,A,"10",IT5120002,M. Castellino - Le Forbici,"10",IT5120002,M. Castellino - Le Forbici,SI,"6",ZSC,ZT,C,SI,D.M. 22-12-2016,,"0","0","0","0","0","0","0","0","0","0"
"214474",P,presenza,nativa,"5","1851",44.249258,10.407126,Aquilegia lucensis E.Nardi,"c(612342.016760994, 4900520.67382201)",6619992.567427759990096,26200.139135614703264,A,"10",IT5120002,M. Castellino - Le Forbici,"10",IT5120002,M. Castellino - Le Forbici,SI,"6",ZSC,ZT,C,SI,D.M. 22-12-2016,,"0","0","0","0","0","0","0","0","0","0"
"214475",P,presenza,nativa,"4","1863",44.1254261484126,10.5799198150635,Aquilegia lucensis E.Nardi,"c(626402.031118069, 4887017.31854569)",7147339.580888950265944,50356.798686255802750,A,"13",IT5120005,M. Romecchio - M. Rondinaio - Poggione,"13",IT5120005,M. Romecchio - M. Rondinaio - Poggione,SI,"6",ZSC,ZT,M,SI,D.M. 24-05-2016,,"0","0","0","0","0","0","0","0","0","0"
"214476",P,presenza,nativa,"5","1888",44.280076,10.230396,Aquilegia lucensis E.Nardi,"c(598180.881052196, 4903717.08886974)",5234045.447412789799273,29623.212794452600065,A,"5",IT5110005,M. La Nuda - M. Tondo,"5",IT5110005,M. La Nuda - M. Tondo,SI,"6",ZSC,ZT,C,SI,D.M. 22-12-2016,,"0","0","0","0","0","0","0","0","0","0"
"214476",P,presenza,nativa,"5","1888",44.280076,10.230396,Aquilegia lucensis E.Nardi,"c(598180.881052196, 4903717.08886974)",82337755.759049996733665,166439.342440000007628,A,"0","0",PARCO NAZIONALE DELL'APPENNINO TOSCO-EMILIANO - TOSCANA,"0","0","0","0","0","0",PT,"0","0","0","0",PN03,EUAP1158,"0","0","0","0","5","11","0","0"
"214478",P,presenza,nativa,"5","0",44.114903,10.592907,Aquilegia lucensis E.Nardi,"c(627463.71163695, 4885868.53169137)",7147339.580888950265944,50356.798686255802750,A,"13",IT5120005,M. Romecchio - M. Rondinaio - Poggione,"13",IT5120005,M. Romecchio - M. Rondinaio - Poggione,SI,"6",ZSC,ZT,M,SI,D.M. 24-05-2016,,"0","0","0","0","0","0","0","0","0","0"
"214479",P,presenza,nativa,"5","0",44.114903,10.592907,Aquilegia lucensis E.Nardi,"c(627463.71163695, 4885868.53169137)",7147339.580888950265944,50356.798686255802750,A,"13",IT5120005,M. Romecchio - M. Rondinaio - Poggione,"13",IT5120005,M. Romecchio - M. Rondinaio - Poggione,SI,"6",ZSC,ZT,M,SI,D.M. 24-05-2016,,"0","0","0","0","0","0","0","0","0","0"
"214480",P,presenza,nativa,"5","1844",44.114903,10.592907,Aquilegia lucensis E.Nardi,"c(627463.71163695, 4885868.53169137)",7147339.580888950265944,50356.798686255802750,A,"13",IT5120005,M. Romecchio - M. Rondinaio - Poggione,"13",IT5120005,M. Romecchio - M. Rondinaio - Poggione,SI,"6",ZSC,ZT,M,SI,D.M. 24-05-2016,,"0","0","0","0","0","0","0","0","0","0"
"214481",P,presenza,nativa,"5","1848",44.114903,10.592907,Aquilegia lucensis E.Nardi,"c(627463.71163695, 4885868.53169137)",7147339.580888950265944,50356.798686255802750,A,"13",IT5120005,M. Romecchio - M. Rondinaio - Poggione,"13",IT5120005,M. Romecchio - M. Rondinaio - Poggione,SI,"6",ZSC,ZT,M,SI,D.M. 24-05-2016,,"0","0","0","0","0","0","0","0","0","0"
"214482",P,presenza,nativa,"5","1856",44.114903,10.592907,Aquilegia lucensis E.Nardi,"c(627463.71163695, 4885868.53169137)",7147339.580888950265944,50356.798686255802750,A,"13",IT5120005,M. Romecchio - M. Rondinaio - Poggione,"13",IT5120005,M. Romecchio - M. Rondinaio - Poggione,SI,"6",ZSC,ZT,M,SI,D.M. 24-05-2016,,"0","0","0","0","0","0","0","0","0","0"
"214483",P,presenza,nativa,"5","1875",44.114903,10.592907,Aquilegia lucensis E.Nardi,"c(627463.71163695, 4885868.53169137)",7147339.580888950265944,50356.798686255802750,A,"13",IT5120005,M. Romecchio - M. Rondinaio - Poggione,"13",IT5120005,M. Romecchio - M. Rondinaio - Poggione,SI,"6",ZSC,ZT,M,SI,D.M. 24-05-2016,,"0","0","0","0","0","0","0","0","0","0"
"214484",P,presenza,nativa,"5","1889",44.114903,10.592907,Aquilegia lucensis E.Nardi,"c(627463.71163695, 4885868.53169137)",7147339.580888950265944,50356.798686255802750,A,"13",IT5120005,M. Romecchio - M. Rondinaio - Poggione,"13",IT5120005,M. Romecchio - M. Rondinaio - Poggione,SI,"6",ZSC,ZT,M,SI,D.M. 24-05-2016,,"0","0","0","0","0","0","0","0","0","0"
"214485",P,presenza,nativa,"5","1889",44.114903,10.592907,Aquilegia lucensis E.Nardi,"c(627463.71163695, 4885868.53169137)",7147339.580888950265944,50356.798686255802750,A,"13",IT5120005,M. Romecchio - M. Rondinaio - Poggione,"13",IT5120005,M. Romecchio - M. Rondinaio - Poggione,SI,"6",ZSC,ZT,M,SI,D.M. 24-05-2016,,"0","0","0","0","0","0","0","0","0","0"
"214486",P,presenza,nativa,"5","1978",44.114903,10.592907,Aquilegia lucensis E.Nardi,"c(627463.71163695, 4885868.53169137)",7147339.580888950265944,50356.798686255802750,A,"13",IT5120005,M. Romecchio - M. Rondinaio - Poggione,"13",IT5120005,M. Romecchio - M. Rondinaio - Poggione,SI,"6",ZSC,ZT,M,SI,D.M. 24-05-2016,,"0","0","0","0","0","0","0","0","0","0"
"214489",P,presenza,nativa,"5","2011",44.1144121981662,10.6041133403778,Aquilegia lucensis E.Nardi,"c(628361.508285023, 4885831.43733577)",7147339.580888950265944,50356.798686255802750,A,"13",IT5120005,M. Romecchio - M. Rondinaio - Poggione,"13",IT5120005,M. Romecchio - M. Rondinaio - Poggione,SI,"6",ZSC,ZT,M,SI,D.M. 24-05-2016,,"0","0","0","0","0","0","0","0","0","0"
"214490",P,presenza,nativa,"3","1842",44.1202044055804,10.6335747241974,Aquilegia lucensis E.Nardi,"c(630706.262977795, 4886521.16593959)",8283517.990131639875472,16225.149458068999593,A,"28",IT5130001,Alta valle del Sestaione,"28",IT5130001,Alta valle del Sestaione,SI,"6",ZSC,ZT,C,SI,D.M. 22-12-2016,,"0","0","0","0","0","0","0","0","0","0"
"214491",P,presenza,nativa,"5","1861",44.1202044055804,10.6335747241974,Aquilegia lucensis E.Nardi,"c(630706.262977795, 4886521.16593959)",8283517.990131639875472,16225.149458068999593,A,"28",IT5130001,Alta valle del Sestaione,"28",IT5130001,Alta valle del Sestaione,SI,"6",ZSC,ZT,C,SI,D.M. 22-12-2016,,"0","0","0","0","0","0","0","0","0","0"
"214492",P,presenza,nativa,"5","1861",44.1202044055804,10.6335747241974,Aquilegia lucensis E.Nardi,"c(630706.262977795, 4886521.16593959)",8283517.990131639875472,16225.149458068999593,A,"28",IT5130001,Alta valle del Sestaione,"28",IT5130001,Alta valle del Sestaione,SI,"6",ZSC,ZT,C,SI,D.M. 22-12-2016,,"0","0","0","0","0","0","0","0","0","0"
"214493",P,presenza,nativa,"5","1876",44.1202044055804,10.6335747241974,Aquilegia lucensis E.Nardi,"c(630706.262977795, 4886521.16593959)",8283517.990131639875472,16225.149458068999593,A,"28",IT5130001,Alta valle del Sestaione,"28",IT5130001,Alta valle del Sestaione,SI,"6",ZSC,ZT,C,SI,D.M. 22-12-2016,,"0","0","0","0","0","0","0","0","0","0"
"214494",P,presenza,nativa,"5","1885",44.1202044055804,10.6335747241974,Aquilegia lucensis E.Nardi,"c(630706.262977795, 4886521.16593959)",8283517.990131639875472,16225.149458068999593,A,"28",IT5130001,Alta valle del Sestaione,"28",IT5130001,Alta valle del Sestaione,SI,"6",ZSC,ZT,C,SI,D.M. 22-12-2016,,"0","0","0","0","0","0","0","0","0","0"
"214495",P,presenza,nativa,"5","1885",44.1202044055804,10.6335747241974,Aquilegia lucensis E.Nardi,"c(630706.262977795, 4886521.16593959)",8283517.990131639875472,16225.149458068999593,A,"28",IT5130001,Alta valle del Sestaione,"28",IT5130001,Alta valle del Sestaione,SI,"6",ZSC,ZT,C,SI,D.M. 22-12-2016,,"0","0","0","0","0","0","0","0","0","0"
"214496",P,presenza,nativa,"5","1887",44.1202044055804,10.6335747241974,Aquilegia lucensis E.Nardi,"c(630706.262977795, 4886521.16593959)",8283517.990131639875472,16225.149458068999593,A,"28",IT5130001,Alta valle del Sestaione,"28",IT5130001,Alta valle del Sestaione,SI,"6",ZSC,ZT,C,SI,D.M. 22-12-2016,,"0","0","0","0","0","0","0","0","0","0"
"214497",P,presenza,nativa,"5","1980",44.12136,10.63656,Aquilegia lucensis E.Nardi,"c(630942.571186929, 4886654.26636111)",8283517.990131639875472,16225.149458068999593,A,"28",IT5130001,Alta valle del Sestaione,"28",IT5130001,Alta valle del Sestaione,SI,"6",ZSC,ZT,C,SI,D.M. 22-12-2016,,"0","0","0","0","0","0","0","0","0","0"
"214498",P,presenza,nativa,"5","1981",44.12136,10.63656,Aquilegia lucensis E.Nardi,"c(630942.571186929, 4886654.26636111)",8283517.990131639875472,16225.149458068999593,A,"28",IT5130001,Alta valle del Sestaione,"28",IT5130001,Alta valle del Sestaione,SI,"6",ZSC,ZT,C,SI,D.M. 22-12-2016,,"0","0","0","0","0","0","0","0","0","0"
"214499",P,presenza,nativa,"5","1885",44.12136,10.63656,Aquilegia lucensis E.Nardi,"c(630942.571186929, 4886654.26636111)",8283517.990131639875472,16225.149458068999593,A,"28",IT5130001,Alta valle del Sestaione,"28",IT5130001,Alta valle del Sestaione,SI,"6",ZSC,ZT,C,SI,D.M. 22-12-2016,,"0","0","0","0","0","0","0","0","0","0"
"214500",P,presenza,nativa,"5","1857",44.1191415164374,10.6312143802643,Aquilegia lucensis E.Nardi,"c(630519.744992137, 4886399.36227376)",8283517.990131639875472,16225.149458068999593,A,"28",IT5130001,Alta valle del Sestaione,"28",IT5130001,Alta valle del Sestaione,SI,"6",ZSC,ZT,C,SI,D.M. 22-12-2016,,"0","0","0","0","0","0","0","0","0","0"
"214501",P,presenza,nativa,"5","1857",44.1191415164374,10.6312143802643,Aquilegia lucensis E.Nardi,"c(630519.744992137, 4886399.36227376)",8283517.990131639875472,16225.149458068999593,A,"28",IT5130001,Alta valle del Sestaione,"28",IT5130001,Alta valle del Sestaione,SI,"6",ZSC,ZT,C,SI,D.M. 22-12-2016,,"0","0","0","0","0","0","0","0","0","0"
"214502",P,presenza,nativa,"5","1971",44.1165381274783,10.6330811977386,Aquilegia lucensis E.Nardi,"c(630674.856598794, 4886113.16279685)",8283517.990131639875472,16225.149458068999593,A,"28",IT5130001,Alta valle del Sestaione,"28",IT5130001,Alta valle del Sestaione,SI,"6",ZSC,ZT,C,SI,D.M. 22-12-2016,,"0","0","0","0","0","0","0","0","0","0"
"214503",P,presenza,nativa,"5","1973",44.1165381274783,10.6330811977386,Aquilegia lucensis E.Nardi,"c(630674.856598794, 4886113.16279685)",8283517.990131639875472,16225.149458068999593,A,"28",IT5130001,Alta valle del Sestaione,"28",IT5130001,Alta valle del Sestaione,SI,"6",ZSC,ZT,C,SI,D.M. 22-12-2016,,"0","0","0","0","0","0","0","0","0","0"
"214504",P,presenza,nativa,"5","1973",44.1165381274783,10.6330811977386,Aquilegia lucensis E.Nardi,"c(630674.856598794, 4886113.16279685)",8283517.990131639875472,16225.149458068999593,A,"28",IT5130001,Alta valle del Sestaione,"28",IT5130001,Alta valle del Sestaione,SI,"6",ZSC,ZT,C,SI,D.M. 22-12-2016,,"0","0","0","0","0","0","0","0","0","0"
"214505",P,presenza,nativa,"5","1974",44.1168308219008,10.6341540813446,Aquilegia lucensis E.Nardi,"c(630760.061031677, 4886147.37721457)",8283517.990131639875472,16225.149458068999593,A,"28",IT5130001,Alta valle del Sestaione,"28",IT5130001,Alta valle del Sestaione,SI,"6",ZSC,ZT,C,SI,D.M. 22-12-2016,,"0","0","0","0","0","0","0","0","0","0"
"214506",P,presenza,nativa,"5","1974",44.1168308219008,10.6341540813446,Aquilegia lucensis E.Nardi,"c(630760.061031677, 4886147.37721457)",8283517.990131639875472,16225.149458068999593,A,"28",IT5130001,Alta valle del Sestaione,"28",IT5130001,Alta valle del Sestaione,SI,"6",ZSC,ZT,C,SI,D.M. 22-12-2016,,"0","0","0","0","0","0","0","0","0","0"
"214507",P,presenza,nativa,"5","1875",44.1538834625066,10.7122707366943,Aquilegia lucensis E.Nardi,"c(636925.106887328, 4890389.99545924)",3598256.241197450086474,21422.952239221900527,A,"32",IT5130005,Libro Aperto - Cima Tauffi,"32",IT5130005,Libro Aperto - Cima Tauffi,SI,"6",ZSC,ZT,C,SI,D.M. 24-05-2016,,"0","0","0","0","0","0","0","0","0","0"
"214508",P,presenza,nativa,"5","1980",44.1538834625066,10.7122707366943,Aquilegia lucensis E.Nardi,"c(636925.106887328, 4890389.99545924)",3598256.241197450086474,21422.952239221900527,A,"32",IT5130005,Libro Aperto - Cima Tauffi,"32",IT5130005,Libro Aperto - Cima Tauffi,SI,"6",ZSC,ZT,C,SI,D.M. 24-05-2016,,"0","0","0","0","0","0","0","0","0","0"
"214509",P,presenza,nativa,"5","1883",44.1538834625066,10.7122707366943,Aquilegia lucensis E.Nardi,"c(636925.106887328, 4890389.99545924)",3598256.241197450086474,21422.952239221900527,A,"32",IT5130005,Libro Aperto - Cima Tauffi,"32",IT5130005,Libro Aperto - Cima Tauffi,SI,"6",ZSC,ZT,C,SI,D.M. 24-05-2016,,"0","0","0","0","0","0","0","0","0","0"
"214510",P,presenza,nativa,"5","1873",44.1538834625066,10.7122707366943,Aquilegia lucensis E.Nardi,"c(636925.106887328, 4890389.99545924)",3598256.241197450086474,21422.952239221900527,A,"32",IT5130005,Libro Aperto - Cima Tauffi,"32",IT5130005,Libro Aperto - Cima Tauffi,SI,"6",ZSC,ZT,C,SI,D.M. 24-05-2016,,"0","0","0","0","0","0","0","0","0","0"
"214511",P,presenza,nativa,"5","1875",44.1538834625066,10.7122707366943,Aquilegia lucensis E.Nardi,"c(636925.106887328, 4890389.99545924)",3598256.241197450086474,21422.952239221900527,A,"32",IT5130005,Libro Aperto - Cima Tauffi,"32",IT5130005,Libro Aperto - Cima Tauffi,SI,"6",ZSC,ZT,C,SI,D.M. 24-05-2016,,"0","0","0","0","0","0","0","0","0","0"
"214512",P,presenza,nativa,"5","1878",44.1538834625066,10.7122707366943,Aquilegia lucensis E.Nardi,"c(636925.106887328, 4890389.99545924)",3598256.241197450086474,21422.952239221900527,A,"32",IT5130005,Libro Aperto - Cima Tauffi,"32",IT5130005,Libro Aperto - Cima Tauffi,SI,"6",ZSC,ZT,C,SI,D.M. 24-05-2016,,"0","0","0","0","0","0","0","0","0","0"
"214513",P,presenza,nativa,"5","1882",44.1538834625066,10.7122707366943,Aquilegia lucensis E.Nardi,"c(636925.106887328, 4890389.99545924)",3598256.241197450086474,21422.952239221900527,A,"32",IT5130005,Libro Aperto - Cima Tauffi,"32",IT5130005,Libro Aperto - Cima Tauffi,SI,"6",ZSC,ZT,C,SI,D.M. 24-05-2016,,"0","0","0","0","0","0","0","0","0","0"
"214514",P,presenza,nativa,"5","1882",44.1538834625066,10.7122707366943,Aquilegia lucensis E.Nardi,"c(636925.106887328, 4890389.99545924)",3598256.241197450086474,21422.952239221900527,A,"32",IT5130005,Libro Aperto - Cima Tauffi,"32",IT5130005,Libro Aperto - Cima Tauffi,SI,"6",ZSC,ZT,C,SI,D.M. 24-05-2016,,"0","0","0","0","0","0","0","0","0","0"
"214515",P,presenza,nativa,"5","1933",44.1538834625066,10.7122707366943,Aquilegia lucensis E.Nardi,"c(636925.106887328, 4890389.99545924)",3598256.241197450086474,21422.952239221900527,A,"32",IT5130005,Libro Aperto - Cima Tauffi,"32",IT5130005,Libro Aperto - Cima Tauffi,SI,"6",ZSC,ZT,C,SI,D.M. 24-05-2016,,"0","0","0","0","0","0","0","0","0","0"
"214516",P,presenza,nativa,"5","1972",44.1538834625066,10.7122707366943,Aquilegia lucensis E.Nardi,"c(636925.106887328, 4890389.99545924)",3598256.241197450086474,21422.952239221900527,A,"32",IT5130005,Libro Aperto - Cima Tauffi,"32",IT5130005,Libro Aperto - Cima Tauffi,SI,"6",ZSC,ZT,C,SI,D.M. 24-05-2016,,"0","0","0","0","0","0","0","0","0","0"
